Customer ID,Name,Created Year,Created Time,Profit/User,CAC,CLV,StateID,Subscription,Genre ID,Usage,CustomerType,Last Login Date,Email,Age,Payment Method,Current Occupation,Product Rating,Listening Time,Customer Rating,song_id
824,Gayla Truggian,2012,15:19,9111.041,32,91078.41,15,Free users subscription,3,Android,Existing,1/11/2013,gtruggianmv@ehow.com,66,jcb,Home maker,Dissatisfied,Morning,3,2350
829,Erwin Goodfellow,2010,12:10,5144.307,32,51411.07,44,1 year subscription,9,Android,Existing,4/4/2012,egoodfellown0@blogspot.com,61,mastercard,Other,Highly Dissatisfied,Afternoon,4,4605
830,Flint Currer,2012,4:19,3648.018,32,36448.18,17,Student Plan subscription,8,Windows,Existing,2/7/2012,fcurrern1@t.co,31,jcb,Student,Satisfied,Afternoon,3,2384
834,Chelsey Caesmans,2010,23:23,2674.358,32,26711.58,24,1 month subscription,4,Android,Existing,10/11/2014,ccaesmansn5@google.nl,18,diners-club-enroute,Home maker,Satisfied,Night,4,2791
838,Livia Iacomettii,2009,2:41,8838.398,32,88351.98,14,1 year subscription,5,UNIX,Existing,12/20/2014,liacomettiin9@icio.us,44,instapayment,Unemployed,Satisfied,Night,4,4838
844,Fanya Kither,2010,13:27,3159.957,32,31567.57,38,1 year subscription,4,MAC,Existing,8/6/2014,fkithernf@cbslocal.com,35,jcb,Student,Satisfied,Morning,4,2482
848,Demetris Morsey,2011,11:48,8201.356,32,81981.56,43,Free users subscription,2,Android,Existing,9/16/2013,dmorseynj@woothemes.com,34,jcb,Other,Dissatisfied,Night,4,2229
850,Danila Citrine,2010,4:14,5088.505,32,50853.05,8,Free users subscription,4,Windows,Existing,1/13/2013,dcitrinenl@nps.gov,65,jcb,Student,Neutral,Morning,3,3675
855,Candace Cobbing,2008,11:27,6165.465,32,61622.65,8,Free users subscription,4,UNIX,Existing,4/14/2014,ccobbingnq@issuu.com,70,jcb,Working Professional,Neutral,Morning,3,3766
862,Orville Kordova,2012,6:21,3323.107,32,33199.07,20,1 year subscription,6,Windows,Existing,2/6/2012,okordovanx@weebly.com,41,mastercard,Unemployed,Neutral,Night,4,2089
877,Bill Simenot,2012,6:13,2889.283,32,28860.83,10,Student Plan subscription,9,UNIX,Existing,1/26/2012,bsimenotoc@psu.edu,54,visa-electron,Home maker,Highly Dissatisfied,Morning,3,3314
878,Lurette Capper,2009,6:59,3899.653,32,38964.53,35,1 month subscription,1,UNIX,Existing,10/12/2010,lcapperod@shutterfly.com,55,visa-electron,Home maker,Highly Dissatisfied,Afternoon,2,4441
880,Tally Tyrer,2010,9:22,7171.045,32,71678.45,34,Free users subscription,2,Android,Existing,10/27/2013,ttyrerof@printfriendly.com,20,visa-electron,Working Professional,Neutral,Morning,2,4505
881,Dougy Gehrtz,2009,0:25,3075.495,32,30722.95,15,1 year subscription,7,Android,Existing,9/10/2013,dgehrtzog@blogtalkradio.com,21,mastercard,Home maker,Highly Dissatisfied,Evening,4,2422
882,Dru Bodleigh,2011,7:51,600.954,32,5977.54,8,Free users subscription,2,UNIX,Existing,2/29/2012,dbodleighoh@fotki.com,58,visa-electron,Other,Highly Satisfied,Night,5,3600
888,Davida Cosson,2008,6:29,722.139,32,7189.39,34,1 month subscription,7,MAC,Existing,8/14/2014,dcossonon@omniture.com,36,jcb,Student,Neutral,Afternoon,4,3947
891,Roman Abram,2009,1:58,2682.331,32,26791.31,47,1 month subscription,4,Android,Existing,5/22/2011,rabramoq@jalbum.net,20,jcb,Unemployed,Dissatisfied,Evening,2,2243
897,Mariya Blaske,2008,9:49,756.184,32,7529.84,10,1 month subscription,6,UNIX,Existing,10/23/2012,mblaskeow@nytimes.com,64,jcb,Businessman,Highly Dissatisfied,Evening,5,4656
898,Effie Beardwood,2009,19:19,1065.923,32,10627.23,16,6 month subscription,1,UNIX,Existing,11/2/2010,ebeardwoodox@eventbrite.com,15,diners-club-carte-blanche,Unemployed,Highly Dissatisfied,Afternoon,4,4710
901,Wally Meynell,2011,8:24,9820.613,32,98174.13,5,1 month subscription,8,Windows,Existing,11/23/2012,wmeynellp0@goodreads.com,40,jcb,Unemployed,Highly Satisfied,Evening,2,3660
907,Kimble Lissandre,2009,4:10,4302.256,32,42990.56,15,1 year subscription,9,Android,Existing,3/20/2009,klissandrep6@dell.com,48,switch,Businessman,Satisfied,Evening,2,4676
916,Wright Fosbraey,2010,21:08,492.547,32,4893.47,48,Student Plan subscription,2,UNIX,Existing,11/5/2011,wfosbraeypf@jigsy.com,52,jcb,Working Professional,Highly Satisfied,Night,5,4274
923,Rosabelle Eakins,2009,15:29,2676.22,32,26730.2,5,6 month subscription,4,UNIX,Existing,2/12/2009,reakinspm@hexun.com,20,jcb,Working Professional,Neutral,Morning,5,2032
927,Lucho Huckster,2011,18:17,1417.507,32,14143.07,21,1 year subscription,9,Android,Existing,5/16/2014,lhucksterpq@discovery.com,61,jcb,Student,Dissatisfied,Afternoon,4,2854
929,Faye McNeillie,2011,19:06,3862.089,32,38588.89,5,Student Plan subscription,3,Windows,Existing,8/10/2012,fmcneillieps@theglobeandmail.com,69,mastercard,Working Professional,Neutral,Morning,3,4979
930,Wyatan Paddeley,2012,14:35,8633.502,32,86303.02,24,Family Plan subscription,1,Android,Existing,2/1/2012,wpaddeleypt@google.nl,30,jcb,Businessman,Neutral,Evening,4,4723
932,Esme Rodgman,2009,21:23,761.649,32,7584.49,42,3 month subscription,1,Android,Existing,2/3/2014,erodgmanpv@slate.com,15,switch,Student,Dissatisfied,Night,3,4869
934,Manny Semmens,2009,9:58,1748.021,32,17448.21,46,Student Plan subscription,7,Android,Existing,6/15/2012,msemmenspx@wix.com,31,americanexpress,Working Professional,Dissatisfied,Morning,3,2117
943,Nickie Bradnock,2011,15:57,6122.544,32,61193.44,27,Family Plan subscription,4,Android,Existing,12/28/2011,nbradnockq6@fotki.com,28,americanexpress,Unemployed,Dissatisfied,Evening,4,3438
944,Andrew Morteo,2014,9:04,3583.673,32,35804.73,42,3 month subscription,2,Windows,Existing,9/21/2014,amorteoq7@dot.gov,35,jcb,Unemployed,Highly Dissatisfied,Morning,5,3052
948,Sholom Lovegrove,2008,23:38,8846.782,32,88435.82,5,Free users subscription,8,Android,Existing,6/11/2013,slovegroveqb@blinklist.com,28,diners-club-enroute,Home maker,Neutral,Morning,3,3094
951,Christen Battershall,2008,7:51,3290.575,32,32873.75,34,3 month subscription,5,Windows,Existing,6/24/2009,cbattershallqe@wisc.edu,68,jcb,Other,Neutral,Night,2,4442
959,Kennett Adelsberg,2012,8:55,8817.273,32,88140.73,23,1 month subscription,9,MAC,Existing,4/29/2012,kadelsbergqm@yale.edu,58,mastercard,Student,Highly Dissatisfied,Evening,3,4587
964,Rickie Wallach,2010,6:34,8529.938,32,85267.38,33,1 year subscription,8,UNIX,Existing,1/25/2010,rwallachqr@1688.com,27,americanexpress,Other,Highly Dissatisfied,Evening,4,4868
970,Shaine O' Scallan,2008,15:25,8005.271,32,80020.71,44,Family Plan subscription,3,Windows,Existing,10/15/2010,soqx@discovery.com,57,diners-club-enroute,Home maker,Neutral,Night,3,3468
